ilot;type;timestamp;value
ilot2;hum;1505128386;40
ilot2;lum;1505128387;207
ilot2;temp;1505128396;23.99
ilot2;co2;1505128396;355
ilot2;lum;1505128407;204
ilot2;lum;1505128427;208
ilot2;hum;1505128446;41
ilot2;lum;1505128447;196
ilot2;temp;1505128456;23.58
ilot2;co2;1505128456;363
ilot2;lum;1505128467;208
ilot2;lum;1505128487;192
ilot2;hum;1505128506;40
ilot2;lum;1505128507;215
ilot2;temp;1505128516;24.13
ilot2;co2;1505128516;371
ilot2;lum;1505128527;219
ilot2;lum;1505128547;217
ilot2;hum;1505128567;40
ilot2;lum;1505128568;215
ilot2;temp;1505128576;23.48
ilot2;co2;1505128576;363
ilot2;lum;1505128588;214
ilot2;lum;1505128608;213
ilot2;hum;1505128627;40
ilot2;lum;1505128628;210
ilot2;temp;1505128636;24.43
ilot2;co2;1505128637;371
ilot2;lum;1505128648;201
ilot2;lum;1505128668;175
ilot2;hum;1505128687;40
ilot2;lum;1505128688;162
ilot2;temp;1505128697;24.02
ilot2;co2;1505128697;373
ilot2;lum;1505128708;171
ilot2;lum;1505128728;165
ilot2;hum;1505128747;40
ilot2;lum;1505128748;166
ilot2;temp;1505128757;24.23
ilot2;co2;1505128757;373
ilot2;lum;1505128768;157
ilot2;lum;1505128788;189
ilot2;hum;1505128807;40
ilot2;lum;1505128808;221
ilot2;temp;1505128817;23.61
ilot2;co2;1505128817;379
ilot2;lum;1505128828;222
ilot2;lum;1505128848;218
ilot2;hum;1505128867;40
ilot2;lum;1505128868;223
ilot2;temp;1505128877;24.19
ilot2;co2;1505128877;355
ilot2;lum;1505128889;179
ilot2;lum;1505128909;222
ilot2;hum;1505128927;40
ilot2;lum;1505128929;226
ilot2;temp;1505128937;24.16
ilot2;co2;1505128937;365
ilot2;lum;1505128949;215
ilot2;lum;1505128969;182
ilot2;hum;1505128987;40
ilot2;lum;1505128989;215
ilot2;temp;1505128997;23.71
ilot2;co2;1505128997;375
ilot2;lum;1505129009;221
ilot2;lum;1505129029;225
ilot2;hum;1505129047;40
ilot2;lum;1505129049;182
ilot2;temp;1505129057;24.06
ilot2;co2;1505129057;365
ilot2;lum;1505129069;211
ilot2;lum;1505129089;206
ilot2;hum;1505129107;40
ilot2;lum;1505129109;197
ilot2;temp;1505129117;23.92
ilot2;co2;1505129117;367
ilot2;lum;1505129129;153
ilot2;lum;1505129149;179
ilot2;hum;1505129167;40
ilot2;lum;1505129169;183
ilot2;temp;1505129177;23.82
ilot2;co2;1505129177;369
ilot2;lum;1505129190;210
ilot2;lum;1505129210;179
ilot2;hum;1505129227;39
ilot2;lum;1505129230;152
ilot2;temp;1505129237;24.23
ilot2;co2;1505129238;365
ilot2;lum;1505129250;140
ilot2;lum;1505129270;139
ilot2;hum;1505129287;40
ilot2;lum;1505129290;141
ilot2;temp;1505129298;23.68
ilot2;co2;1505129298;381
ilot2;lum;1505129310;134
ilot2;lum;1505129330;129
ilot2;hum;1505129347;40
ilot2;lum;1505129350;129
ilot2;temp;1505129358;23.82
ilot2;co2;1505129358;373
ilot2;lum;1505129370;123
ilot2;lum;1505129390;119
ilot2;hum;1505129407;40
ilot2;lum;1505129410;115
ilot2;temp;1505129418;23.75
ilot2;co2;1505129418;379
ilot2;lum;1505129430;113
ilot2;lum;1505129450;113
ilot2;hum;1505129467;40
ilot2;lum;1505129470;109
ilot2;temp;1505129478;23.48
ilot2;co2;1505129478;375
ilot2;lum;1505129491;108
ilot2;lum;1505129511;107
ilot2;hum;1505129528;40
ilot2;lum;1505129531;107
ilot2;temp;1505129538;23.89
ilot2;co2;1505129538;371
ilot2;lum;1505129551;103
ilot2;lum;1505129571;101
ilot2;hum;1505129588;40
ilot2;lum;1505129591;100
ilot2;temp;1505129598;23.95
ilot2;co2;1505129598;367
ilot2;lum;1505129611;97
ilot2;lum;1505129631;92
ilot2;hum;1505129648;40
ilot2;lum;1505129651;87
ilot2;temp;1505129658;23.75
ilot2;co2;1505129658;381
ilot2;lum;1505129671;90
ilot2;lum;1505129691;78
ilot2;hum;1505129708;40
ilot2;lum;1505129711;76
ilot2;temp;1505129718;23.78
ilot2;co2;1505129718;385
ilot2;lum;1505129731;69
ilot2;lum;1505129751;67
ilot2;hum;1505129768;40
ilot2;lum;1505129771;60
ilot2;temp;1505129778;24.09
ilot2;co2;1505129778;328
ilot2;lum;1505129792;54
ilot2;lum;1505129812;55
ilot2;hum;1505129828;40
ilot2;lum;1505129832;49
ilot2;temp;1505129838;24.02
ilot2;co2;1505129839;391
ilot2;lum;1505129852;48
ilot2;lum;1505129872;48
ilot2;hum;1505129888;39
ilot2;lum;1505129892;45
ilot2;temp;1505129899;24.19
ilot2;co2;1505129899;392
ilot2;lum;1505129912;52
ilot2;lum;1505129932;51
ilot2;hum;1505129948;39
ilot2;lum;1505129952;54
ilot2;temp;1505129959;23.78
ilot2;co2;1505129959;379
ilot2;lum;1505129972;55
ilot2;lum;1505129992;57
ilot2;hum;1505130008;40
ilot2;lum;1505130012;62
ilot2;temp;1505130019;24.09
ilot2;co2;1505130019;398
ilot2;lum;1505130032;61
ilot2;lum;1505130052;66
ilot2;hum;1505130068;39
ilot2;lum;1505130072;65
ilot2;temp;1505130079;24.16
ilot2;co2;1505130079;385
ilot2;lum;1505130093;69
ilot2;lum;1505130113;72
ilot2;hum;1505130128;39
ilot2;lum;1505130133;99
ilot2;temp;1505130139;24.09
ilot2;co2;1505130139;371
ilot2;lum;1505130153;79
ilot2;lum;1505130173;79
ilot2;hum;1505130188;39
ilot2;lum;1505130193;76
ilot2;temp;1505130199;23.65
ilot2;co2;1505130199;381
ilot2;lum;1505130213;72
ilot2;lum;1505130233;72
ilot2;hum;1505130248;39
ilot2;lum;1505130253;62
ilot2;temp;1505130259;23.78
ilot2;co2;1505130259;371
ilot2;lum;1505130273;65
ilot2;lum;1505130293;66
ilot2;hum;1505130308;39
ilot2;lum;1505130313;67
ilot2;temp;1505130319;24.19
ilot2;co2;1505130319;381
ilot2;lum;1505130333;69
ilot2;lum;1505130353;66
ilot2;hum;1505130369;39
ilot2;lum;1505130373;70
ilot2;temp;1505130380;23.78
ilot2;co2;1505130380;373
ilot2;lum;1505130393;72
ilot2;lum;1505130414;73
ilot2;hum;1505130429;39
ilot2;lum;1505130434;73
ilot2;temp;1505130440;23.92
ilot2;co2;1505130440;375
ilot2;lum;1505130454;71
ilot2;lum;1505130474;73
ilot2;hum;1505130489;39
ilot2;lum;1505130494;72
ilot2;temp;1505130500;23.85
ilot2;co2;1505130500;363
ilot2;lum;1505130514;71
ilot2;lum;1505130534;72
ilot2;hum;1505130549;39
ilot2;lum;1505130554;69
ilot2;temp;1505130560;24.19
ilot2;co2;1505130560;365
ilot2;lum;1505130574;66
ilot2;lum;1505130594;70
ilot2;hum;1505130609;39
ilot2;lum;1505130614;68
ilot2;temp;1505130620;23.65
ilot2;co2;1505130620;363
ilot2;lum;1505130634;65
ilot2;lum;1505130654;62
ilot2;hum;1505130669;39
ilot2;lum;1505130674;61
ilot2;temp;1505130680;23.85
ilot2;co2;1505130680;357
ilot2;lum;1505130695;61
ilot2;lum;1505130715;55
ilot2;hum;1505130729;39
ilot2;lum;1505130735;51
ilot2;temp;1505130740;23.78
ilot2;co2;1505130740;375
ilot2;lum;1505130755;53
ilot2;lum;1505130775;43
ilot2;hum;1505130789;39
ilot2;lum;1505130795;45
ilot2;temp;1505130800;23.89
ilot2;co2;1505130800;363
ilot2;lum;1505130815;42
ilot2;lum;1505130835;42
ilot2;hum;1505130849;39
ilot2;lum;1505130855;36
ilot2;temp;1505130861;24.06
ilot2;co2;1505130861;347
ilot2;lum;1505130875;36
ilot2;lum;1505130895;31
ilot2;hum;1505130909;39
ilot2;lum;1505130915;28
ilot2;temp;1505130921;23.95
ilot2;co2;1505130921;365
ilot2;lum;1505130935;23
ilot2;lum;1505130955;24
ilot2;hum;1505130969;38
ilot2;lum;1505130975;20
ilot2;temp;1505130981;23.82
ilot2;co2;1505130981;361
ilot2;lum;1505130995;20
ilot2;lum;1505131016;19
ilot2;hum;1505131029;39
ilot2;lum;1505131036;19
ilot2;temp;1505131041;23.71
ilot2;co2;1505131041;353
ilot2;lum;1505131056;19
ilot2;lum;1505131076;19
ilot2;hum;1505131089;40
ilot2;lum;1505131096;22
ilot2;temp;1505131101;23.71
ilot2;co2;1505131101;367
ilot2;lum;1505131116;22
ilot2;lum;1505131136;26
ilot2;hum;1505131149;39
ilot2;lum;1505131156;29
ilot2;temp;1505131161;23.78
ilot2;co2;1505131161;357
ilot2;lum;1505131176;28
ilot2;lum;1505131196;33
ilot2;hum;1505131209;39
ilot2;lum;1505131216;38
ilot2;temp;1505131221;23.89
ilot2;co2;1505131221;363
ilot2;lum;1505131236;43
ilot2;lum;1505131256;43
ilot2;hum;1505131269;39
ilot2;lum;1505131276;55
ilot2;temp;1505131281;24.26
ilot2;co2;1505131281;349
ilot2;lum;1505131296;54
ilot2;lum;1505131317;60
ilot2;hum;1505131330;39
ilot2;lum;1505131337;58
ilot2;temp;1505131341;24.23
ilot2;co2;1505131341;334
ilot2;lum;1505131357;66
ilot2;lum;1505131377;70
ilot2;hum;1505131390;39
ilot2;lum;1505131397;75
ilot2;temp;1505131402;24.06
ilot2;co2;1505131402;367
ilot2;lum;1505131417;82
ilot2;lum;1505131437;87
ilot2;hum;1505131450;39
ilot2;lum;1505131457;95
ilot2;temp;1505131462;24.09
ilot2;co2;1505131462;363
ilot2;lum;1505131477;98
ilot2;lum;1505131497;111
ilot2;hum;1505131510;38
ilot2;lum;1505131517;109
ilot2;temp;1505131522;24.09
ilot2;co2;1505131522;344
ilot2;lum;1505131537;115
ilot2;lum;1505131557;117
ilot2;hum;1505131570;39
ilot2;lum;1505131577;115
ilot2;temp;1505131582;23.95
ilot2;co2;1505131582;357
ilot2;lum;1505131597;118
ilot2;lum;1505131617;118
ilot2;hum;1505131630;39
ilot2;lum;1505131638;120
ilot2;temp;1505131642;23.92
ilot2;co2;1505131642;353
ilot2;lum;1505131658;125
ilot2;lum;1505131678;126
ilot2;hum;1505131690;37
ilot2;lum;1505131698;126
ilot2;temp;1505131702;23.89
ilot2;co2;1505131702;344
ilot2;lum;1505131718;126
ilot2;lum;1505131738;132
ilot2;hum;1505131750;39
ilot2;lum;1505131758;136
ilot2;temp;1505131762;23.65
ilot2;co2;1505131762;394
ilot2;lum;1505131778;142
ilot2;lum;1505131798;143
ilot2;hum;1505131810;39
ilot2;lum;1505131818;186
ilot2;temp;1505131822;24.02
ilot2;co2;1505131822;349
ilot2;lum;1505131838;202
ilot2;lum;1505131858;150
ilot2;hum;1505131870;39
ilot2;lum;1505131878;182
ilot2;temp;1505131882;23.78
ilot2;co2;1505131882;346
ilot2;lum;1505131898;177
ilot2;lum;1505131918;198
ilot2;hum;1505131930;39
ilot2;lum;1505131939;217
ilot2;temp;1505131942;23.82
ilot2;co2;1505131942;379
ilot2;lum;1505131959;180
ilot2;lum;1505131979;220
ilot2;hum;1505131990;39
ilot2;lum;1505131999;219
ilot2;temp;1505132003;24.30
ilot2;co2;1505132003;349
ilot2;lum;1505132019;206
ilot2;lum;1505132039;161
ilot2;hum;1505132050;39
ilot2;lum;1505132059;153
ilot2;temp;1505132063;23.82
ilot2;co2;1505132063;344
ilot2;lum;1505132079;166
ilot2;lum;1505132099;214
ilot2;hum;1505132110;39
ilot2;lum;1505132119;217
ilot2;temp;1505132123;23.85
ilot2;co2;1505132123;349
ilot2;lum;1505132139;213
ilot2;lum;1505132159;214
ilot2;hum;1505132170;38
ilot2;lum;1505132179;144
ilot2;temp;1505132183;23.85
ilot2;co2;1505132183;346
ilot2;lum;1505132199;160
ilot2;lum;1505132219;148
ilot2;hum;1505132230;38
ilot2;lum;1505132240;139
ilot2;temp;1505132243;23.24
ilot2;co2;1505132243;349
ilot2;lum;1505132260;141
ilot2;lum;1505132280;138
ilot2;hum;1505132290;39
ilot2;lum;1505132300;139
ilot2;temp;1505132303;24.16
ilot2;co2;1505132303;363
ilot2;lum;1505132320;143
ilot2;lum;1505132340;165
ilot2;hum;1505132351;38
ilot2;lum;1505132360;148
ilot2;temp;1505132363;24.16
ilot2;co2;1505132363;342
ilot2;lum;1505132380;146
ilot2;lum;1505132400;144
ilot2;hum;1505132411;38
ilot2;lum;1505132420;145
ilot2;temp;1505132423;23.71
ilot2;co2;1505132423;316
ilot2;lum;1505132440;146
ilot2;lum;1505132460;143
ilot2;hum;1505132471;39
ilot2;lum;1505132480;144
ilot2;temp;1505132483;23.68
ilot2;co2;1505132483;342
ilot2;lum;1505132500;148
ilot2;lum;1505132520;147
ilot2;hum;1505132531;39
ilot2;lum;1505132540;148
ilot2;temp;1505132543;23.68
ilot2;co2;1505132543;334
ilot2;lum;1505132561;150
ilot2;lum;1505132581;150
ilot2;hum;1505132591;38
ilot2;lum;1505132601;160
ilot2;temp;1505132604;23.48
ilot2;co2;1505132604;361
ilot2;lum;1505132621;158
ilot2;lum;1505132641;171
ilot2;hum;1505132651;39
ilot2;lum;1505132661;196
ilot2;temp;1505132664;23.82
ilot2;co2;1505132664;355
ilot2;lum;1505132681;194
ilot2;lum;1505132701;180
ilot2;hum;1505132711;39
ilot2;lum;1505132721;179
ilot2;temp;1505132724;24.09
ilot2;co2;1505132724;338
ilot2;lum;1505132741;168
ilot2;lum;1505132761;161
ilot2;hum;1505132771;39
ilot2;lum;1505132781;151
ilot2;temp;1505132784;23.82
ilot2;co2;1505132784;336
ilot2;lum;1505132801;152
ilot2;lum;1505132821;150
ilot2;hum;1505132831;39
ilot2;lum;1505132841;149
ilot2;temp;1505132844;24.06
ilot2;co2;1505132844;338
ilot2;lum;1505132862;146
ilot2;lum;1505132882;142
ilot2;hum;1505132891;39
ilot2;lum;1505132902;142
ilot2;temp;1505132904;23.95
ilot2;co2;1505132904;353
ilot2;lum;1505132922;138
ilot2;lum;1505132942;134
ilot2;hum;1505132951;38
ilot2;lum;1505132962;138
ilot2;temp;1505132964;24.06
ilot2;co2;1505132964;342
ilot2;lum;1505132982;138
ilot2;lum;1505133002;139
ilot2;hum;1505133011;39
ilot2;lum;1505133022;141
ilot2;temp;1505133024;23.99
ilot2;co2;1505133024;346
ilot2;lum;1505133042;146
ilot2;lum;1505133062;139
ilot2;hum;1505133071;39
ilot2;lum;1505133082;140
ilot2;temp;1505133084;23.92
ilot2;co2;1505133084;351
ilot2;lum;1505133102;144
ilot2;lum;1505133122;141
ilot2;hum;1505133131;38
ilot2;lum;1505133143;141
ilot2;temp;1505133145;23.75
ilot2;co2;1505133145;351
ilot2;lum;1505133163;141
ilot2;lum;1505133183;140
ilot2;hum;1505133192;38
ilot2;lum;1505133203;142
ilot2;temp;1505133205;23.89
ilot2;co2;1505133205;349
ilot2;lum;1505133223;141
ilot2;lum;1505133243;147
ilot2;hum;1505133252;38
ilot2;lum;1505133263;141
ilot2;temp;1505133265;23.89
ilot2;co2;1505133265;338
ilot2;lum;1505133283;139
ilot2;lum;1505133303;143
ilot2;hum;1505133312;39
ilot2;lum;1505133323;143
ilot2;temp;1505133325;23.78
ilot2;co2;1505133325;340
ilot2;lum;1505133343;144
ilot2;lum;1505133363;145
ilot2;hum;1505133372;38
ilot2;lum;1505133383;144
ilot2;temp;1505133385;23.82
ilot2;co2;1505133385;353
ilot2;lum;1505133403;147
ilot2;lum;1505133423;147
ilot2;hum;1505133432;38
ilot2;lum;1505133443;141
ilot2;temp;1505133445;24.16
ilot2;co2;1505133445;330
ilot2;lum;1505133464;138
ilot2;lum;1505133484;143
ilot2;hum;1505133492;39
ilot2;lum;1505133504;143
ilot2;temp;1505133505;24.06
ilot2;co2;1505133505;353
ilot2;lum;1505133524;151
ilot2;lum;1505133544;150
ilot2;hum;1505133552;39
ilot2;lum;1505133564;160
ilot2;temp;1505133565;23.68
ilot2;co2;1505133565;338
ilot2;lum;1505133584;159
ilot2;lum;1505133604;159
ilot2;hum;1505133612;39
ilot2;lum;1505133624;163
ilot2;temp;1505133625;24.16
ilot2;co2;1505133625;326
ilot2;lum;1505133644;163
ilot2;lum;1505133664;168
ilot2;hum;1505133672;39
ilot2;lum;1505133684;167
ilot2;temp;1505133685;23.92
ilot2;co2;1505133685;346
ilot2;lum;1505133704;171
ilot2;lum;1505133724;161
ilot2;hum;1505133732;39
ilot2;lum;1505133744;148
ilot2;temp;1505133746;24.09
ilot2;co2;1505133746;336
ilot2;lum;1505133764;122
ilot2;lum;1505133785;121
ilot2;hum;1505133792;38
ilot2;lum;1505133805;171
ilot2;temp;1505133806;23.75
ilot2;co2;1505133806;349
ilot2;lum;1505133825;182
ilot2;lum;1505133845;183
ilot2;hum;1505133852;39
ilot2;lum;1505133865;182
ilot2;temp;1505133866;24.16
ilot2;co2;1505133866;342
ilot2;lum;1505133885;163
ilot2;lum;1505133905;139
ilot2;hum;1505133912;39
ilot2;lum;1505133925;145
ilot2;temp;1505133926;24.02
ilot2;co2;1505133926;334
ilot2;lum;1505133945;131
ilot2;lum;1505133965;124
ilot2;hum;1505133972;38
ilot2;lum;1505133985;127
ilot2;temp;1505133986;23.85
ilot2;co2;1505133986;346
ilot2;lum;1505134005;124
ilot2;lum;1505134025;155
ilot2;hum;1505134032;38
ilot2;lum;1505134045;170
ilot2;temp;1505134046;23.75
ilot2;co2;1505134046;338
ilot2;lum;1505134065;195
ilot2;lum;1505134086;174
ilot2;hum;1505134092;39
ilot2;lum;1505134106;139
ilot2;temp;1505134106;24.13
ilot2;co2;1505134106;349
ilot2;lum;1505134126;142
ilot2;lum;1505134146;128
ilot2;hum;1505134153;39
ilot2;lum;1505134166;130
ilot2;temp;1505134166;24.23
ilot2;co2;1505134166;379
ilot2;lum;1505134186;127
ilot2;lum;1505134206;129
ilot2;hum;1505134213;38
ilot2;lum;1505134226;129
ilot2;temp;1505134226;23.78
ilot2;co2;1505134226;355
ilot2;lum;1505134246;130
ilot2;lum;1505134266;135
ilot2;hum;1505134273;39
ilot2;lum;1505134286;131
ilot2;temp;1505134286;24.09
ilot2;co2;1505134286;346
ilot2;lum;1505134306;130
ilot2;lum;1505134326;133
ilot2;hum;1505134333;38
ilot2;temp;1505134346;23.65
ilot2;co2;1505134346;340
ilot2;lum;1505134346;135
ilot2;lum;1505134367;139
ilot2;lum;1505134387;142
ilot2;hum;1505134393;39
ilot2;temp;1505134407;24.09
ilot2;co2;1505134407;347
ilot2;lum;1505134407;146
ilot2;lum;1505134427;147
ilot2;lum;1505134447;147
ilot2;hum;1505134453;39
ilot2;temp;1505134467;23.61
ilot2;co2;1505134467;344
ilot2;lum;1505134467;147
ilot2;lum;1505134487;141
ilot2;lum;1505134507;140
ilot2;hum;1505134513;38
ilot2;temp;1505134527;24.16
ilot2;co2;1505134527;346
ilot2;lum;1505134527;136
ilot2;lum;1505134547;128
ilot2;lum;1505134567;129
ilot2;hum;1505134573;39
ilot2;co2;1505134587;347
ilot2;temp;1505134587;23.78
ilot2;lum;1505134587;124
ilot2;lum;1505134607;125
ilot2;lum;1505134627;124
ilot2;hum;1505134633;38
ilot2;co2;1505134647;338
ilot2;temp;1505134647;24.26
ilot2;lum;1505134647;116
ilot2;lum;1505134667;112
ilot2;lum;1505134688;104
ilot2;hum;1505134693;38
ilot2;co2;1505134707;332
ilot2;temp;1505134707;24.13
ilot2;lum;1505134708;105
ilot2;lum;1505134728;96
ilot2;lum;1505134748;98
ilot2;hum;1505134753;38
ilot2;co2;1505134767;336
ilot2;temp;1505134767;24.06
ilot2;lum;1505134768;100
ilot2;lum;1505134788;102
ilot2;lum;1505134808;103
ilot2;hum;1505134813;38
ilot2;co2;1505134827;347
ilot2;temp;1505134827;23.99
ilot2;lum;1505134828;112
ilot2;lum;1505134848;112
ilot2;lum;1505134868;117
ilot2;hum;1505134873;38
ilot2;co2;1505134887;340
ilot2;temp;1505134887;23.99
ilot2;lum;1505134888;122
ilot2;lum;1505134908;125
ilot2;lum;1505134928;125
ilot2;hum;1505134933;38
ilot2;co2;1505134947;349
ilot2;temp;1505134947;24.19
ilot2;lum;1505134948;135
ilot2;lum;1505134968;175
ilot2;lum;1505134989;211
ilot2;hum;1505134993;38
ilot2;co2;1505135008;342
ilot2;temp;1505135008;24.09
ilot2;lum;1505135009;202
ilot2;lum;1505135029;217
ilot2;lum;1505135049;216
ilot2;hum;1505135054;38
ilot2;co2;1505135068;336
ilot2;temp;1505135068;23.92
ilot2;lum;1505135069;217
ilot2;lum;1505135089;186
ilot2;lum;1505135109;189
ilot2;hum;1505135114;38
ilot2;co2;1505135128;342
ilot2;temp;1505135128;23.95
ilot2;lum;1505135129;165
ilot2;lum;1505135149;219
ilot2;lum;1505135169;208
ilot2;hum;1505135174;38
ilot2;co2;1505135188;342
ilot2;temp;1505135188;24.16
ilot2;lum;1505135189;213
ilot2;lum;1505135209;196
ilot2;lum;1505135229;154
ilot2;hum;1505135234;39
ilot2;co2;1505135248;349
ilot2;temp;1505135248;24.02
ilot2;lum;1505135249;192
ilot2;lum;1505135269;205
ilot2;lum;1505135290;209
ilot2;hum;1505135294;38
ilot2;co2;1505135308;330
ilot2;temp;1505135308;23.78
ilot2;lum;1505135310;144
ilot2;lum;1505135330;141
ilot2;lum;1505135350;214
ilot2;hum;1505135354;39
ilot2;co2;1505135368;326
ilot2;temp;1505135368;24.26
ilot2;lum;1505135370;213
ilot2;lum;1505135390;177
ilot2;lum;1505135410;148
ilot2;hum;1505135414;38
ilot2;co2;1505135428;347
ilot2;temp;1505135428;24.13
ilot2;lum;1505135430;142
ilot2;lum;1505135450;142
ilot2;lum;1505135470;156
ilot2;hum;1505135474;38
ilot2;co2;1505135488;344
ilot2;temp;1505135488;23.78
ilot2;lum;1505135490;213
ilot2;lum;1505135510;213
ilot2;lum;1505135530;211
ilot2;hum;1505135534;38
ilot2;co2;1505135549;332
ilot2;temp;1505135549;24.09
ilot2;lum;1505135550;191
ilot2;lum;1505135570;212
ilot2;lum;1505135591;213
ilot2;hum;1505135594;38
ilot2;co2;1505135609;347
ilot2;temp;1505135609;24.09
ilot2;lum;1505135611;209
ilot2;lum;1505135631;207
ilot2;lum;1505135651;204
ilot2;hum;1505135654;38
ilot2;co2;1505135669;334
ilot2;temp;1505135669;24.16
ilot2;lum;1505135671;206
ilot2;lum;1505135691;134
ilot2;lum;1505135711;126
ilot2;hum;1505135714;38
ilot2;co2;1505135729;320
ilot2;temp;1505135729;23.78
ilot2;lum;1505135731;124
ilot2;lum;1505135751;130
ilot2;lum;1505135771;215
ilot2;hum;1505135774;38
ilot2;co2;1505135789;342
ilot2;temp;1505135789;24.30
ilot2;lum;1505135791;188
ilot2;lum;1505135811;181
ilot2;lum;1505135831;193
ilot2;hum;1505135834;38
ilot2;co2;1505135849;344
ilot2;temp;1505135849;24.23
ilot2;lum;1505135851;163
ilot2;lum;1505135871;172
ilot2;lum;1505135892;191
ilot2;hum;1505135894;38
ilot2;co2;1505135909;344
ilot2;temp;1505135909;23.89
ilot2;lum;1505135912;174
ilot2;lum;1505135932;133
ilot2;lum;1505135952;216
ilot2;hum;1505135955;38
ilot2;temp;1505135969;24.09
ilot2;co2;1505135969;353
ilot2;lum;1505135972;199
ilot2;lum;1505135992;195
ilot2;lum;1505136012;173
ilot2;hum;1505136015;38
ilot2;co2;1505136029;326
ilot2;temp;1505136029;23.82
ilot2;lum;1505136032;178
ilot2;lum;1505136052;215
ilot2;lum;1505136072;212
ilot2;hum;1505136075;39
ilot2;temp;1505136090;24.33
ilot2;co2;1505136090;344
ilot2;lum;1505136092;184
ilot2;lum;1505136112;178
ilot2;lum;1505136132;190
ilot2;hum;1505136135;38
ilot2;temp;1505136150;24.13
ilot2;co2;1505136150;342
ilot2;lum;1505136152;208
ilot2;lum;1505136173;158
ilot2;lum;1505136193;154
ilot2;hum;1505136195;38
ilot2;temp;1505136210;23.85
ilot2;co2;1505136210;332
ilot2;lum;1505136213;126
ilot2;lum;1505136233;181
ilot2;lum;1505136253;217
ilot2;hum;1505136255;38
ilot2;temp;1505136270;23.78
ilot2;co2;1505136270;340
ilot2;lum;1505136273;133
ilot2;lum;1505136293;201
ilot2;lum;1505136313;140
ilot2;hum;1505136315;38
